datetime,symbol,open,high,low,close,volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2017-09-07 02:00:00,BINANCE:ETHUSDT,335.0,342.5,320.17,334.49,3103.89745,314.97,,,,292.48
2017-09-08 02:00:00,BINANCE:ETHUSDT,334.49,335.1,272.0,302.99,4915.75693,314.97,,,,291.99
2017-09-09 02:00:00,BINANCE:ETHUSDT,302.99,307.0,281.66,296.74,2740.58822,314.97,,,,294.81
2017-09-10 02:00:00,BINANCE:ETHUSDT,296.72,302.78,261.03,293.5,4156.45099,314.935,,,,310.8
2017-09-11 02:00:00,BINANCE:ETHUSDT,293.5,304.98,285.21,297.3,4829.64647,301.41499999999996,269.3,,,311.01
2017-09-12 02:00:00,BINANCE:ETHUSDT,297.3,316.46,286.01,293.96,5176.31402,290.05,269.3,,,311.07
2017-09-13 02:00:00,BINANCE:ETHUSDT,293.96,294.5,257.05,276.91,6451.22836,289.025,269.3,,,297.19
2017-09-14 02:00:00,BINANCE:ETHUSDT,276.91,283.77,215.0,215.21,12601.95676,278.75,269.3,,,298.64
2017-09-15 02:00:00,BINANCE:ETHUSDT,217.0,270.93,192.0,253.0,14223.8953,267.25,269.3,,,304.01
2017-09-16 02:00:00,BINANCE:ETHUSDT,255.99,271.81,235.51,249.31,10362.06011,263.55,269.3,,,303.99
2017-09-17 02:00:00,BINANCE:ETHUSDT,249.31,264.39,239.02,257.55,4614.53337,254.23,293.195,,,337.96
2017-09-18 02:00:00,BINANCE:ETHUSDT,257.55,306.22,257.11,294.57,4125.97051,254.23,293.195,,,342.0
2017-09-19 02:00:00,BINANCE:ETHUSDT,294.57,300.0,277.41,284.0,1869.90852,254.23,293.195,,,337.96
2017-09-20 02:00:00,BINANCE:ETHUSDT,284.01,294.0,275.91,282.0,1060.56734,254.23,293.195,,,335.19
2017-09-21 02:00:00,BINANCE:ETHUSDT,282.0,287.0,252.1,257.0,1912.55583,249.11,293.195,,,315.19
2017-09-22 02:00:00,BINANCE:ETHUSDT,257.0,272.97,253.01,264.0,1464.5125,249.11,293.195,,,309.7
2017-09-23 02:00:00,BINANCE:ETHUSDT,264.0,286.23,255.11,285.93,2824.33572,249.11,293.195,,,308.66
2017-09-24 02:00:00,BINANCE:ETHUSDT,285.93,294.61,275.0,282.0,5575.54422,270.865,293.195,,,304.51
2017-09-25 02:00:00,BINANCE:ETHUSDT,282.0,299.0,281.34,294.42,5870.48035,272.62,293.195,,,298.94
2017-09-26 02:00:00,BINANCE:ETHUSDT,294.42,296.81,286.24,287.9,4566.92804,279.16,293.195,,,293.79
2017-09-27 02:00:00,BINANCE:ETHUSDT,289.91,313.0,286.13,309.74,5518.10382,282.55,293.15999999999997,,,281.09
2017-09-28 02:00:00,BINANCE:ETHUSDT,309.74,311.81,296.89,302.44,6600.90922,282.55,279.64,,,297.38
2017-09-29 02:00:00,BINANCE:ETHUSDT,302.44,303.0,274.0,292.22,11089.19902,282.55,268.275,,,294.49
2017-09-30 02:00:00,BINANCE:ETHUSDT,292.62,307.49,292.22,304.36,4020.60795,283.005,267.25,,,294.71
2017-10-01 02:00:00,BINANCE:ETHUSDT,304.36,306.0,294.0,303.95,5060.05758,284.055,267.25,,,296.33
2017-10-02 02:00:00,BINANCE:ETHUSDT,303.94,305.0,295.0,296.5,3710.83747,293.5,267.25,,,291.87
2017-10-03 02:00:00,BINANCE:ETHUSDT,298.15,301.99,283.18,292.48,5546.85702,293.5,263.55,,,305.0
2017-10-04 02:00:00,BINANCE:ETHUSDT,292.47,297.97,288.0,291.99,4014.88792,293.5,254.23,,,307.25
2017-10-05 02:00:00,BINANCE:ETHUSDT,290.0,297.44,285.53,294.81,3412.39016,293.5,254.23,,,304.9
2017-10-06 02:00:00,BINANCE:ETHUSDT,294.81,310.8,293.78,310.8,3541.02359,292.905,254.23,,,287.01
2017-10-07 02:00:00,BINANCE:ETHUSDT,309.9,318.5,303.6,311.01,2165.79076,296.25,255.25,285.35749999999996,,283.12
2017-10-08 02:00:00,BINANCE:ETHUSDT,311.08,317.07,309.0,311.07,2960.93198,300.84000000000003,255.25,279.675,,304.08
2017-10-09 02:00:00,BINANCE:ETHUSDT,311.13,312.13,286.65,297.19,4885.37863,300.84000000000003,255.25,279.1625,,298.04
2017-10-10 02:00:00,BINANCE:ETHUSDT,297.35,308.56,293.0,298.64,6749.27468,300.84000000000003,255.25,274.025,,295.53
2017-10-11 02:00:00,BINANCE:ETHUSDT,298.64,305.5,298.02,304.01,3724.6863,300.84000000000003,277.005,268.275,,297.97
2017-10-12 02:00:00,BINANCE:ETHUSDT,304.01,310.0,302.71,303.99,7827.75596,302.015,278.76,266.425,,291.78
2017-10-13 02:00:00,BINANCE:ETHUSDT,303.99,353.96,297.0,337.96,17925.36585,319.745,303.03,273.7125,,303.02
