timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,prev_close,ma_7,ma_25,ma_100,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,fundingRate
2022-06-28 20:00:00,1156.22,1168.41,1136.32,1144.05,137999.6979,1656460799999,159325745.964185,128851,65086.4943,75163877.14155,0,1156.23,1184.2214285714285,1210.4748000000002,1159.2995999999998,1187.155,1208.1599999999999,1142.1750000000002,1069.705,1063.88,1.6056666666666668e-05
2022-06-29 00:00:00,1144.05,1156.8,1133.03,1144.89,147631.6731,1656475199999,169360145.208874,129993,75659.3636,86795214.222576,0,1144.05,1177.4185714285716,1207.2696,1156.0587,1185.51,1206.5149999999999,1147.6075,1056.78,1061.08,2.0156666666666666e-05
2022-06-29 04:00:00,1144.9,1155.33,1114.5,1130.59,189568.7486,1656489599999,214674007.967124,179881,94793.6055,107356170.449094,0,1144.89,1170.0828571428572,1203.5428,1152.1054000000001,1176.245,1197.25,1154.3225,1063.495,1050.61,2.0156666666666666e-05
2022-06-29 08:00:00,1130.59,1142.44,1102.4,1117.95,211259.9482,1656503999999,237644886.360411,174267,102665.0093,115551599.120769,0,1130.59,1157.2685714285715,1198.8848,1148.489,1170.1950000000002,1191.2,1154.3225,1063.495,1077.64,2.0156666666666666e-05
2022-06-29 12:00:00,1117.94,1123.99,1090.2,1114.26,316233.4272,1656518399999,351183732.090406,253814,158378.475,175941668.784127,0,1117.95,1141.6657142857143,1194.7688,1145.2831999999999,1164.095,1185.1,1163.6275,1063.495,1074.26,2.0156666666666666e-05
2022-06-29 16:00:00,1114.27,1119.0,1087.42,1117.95,189240.9753,1656532799999,208724102.699559,177110,94525.2299,104293587.817477,0,1114.26,1132.2742857142857,1192.1292,1142.9543999999999,1162.705,1183.71,1166.6275,1063.495,1051.72,2.0156666666666666e-05
2022-06-29 20:00:00,1117.95,1122.69,1092.73,1100.21,241583.0236,1656547199999,267999868.54588,230802,126355.9775,140231000.403239,0,1117.95,1124.2714285714285,1187.9148,1141.1219,1162.705,1183.71,1166.6275,1063.495,1050.83,2.0156666666666666e-05
2022-06-30 00:00:00,1100.21,1106.62,1077.0,1093.93,154989.3019,1656561599999,169366520.308998,141884,72597.4977,79368705.3245,0,1100.21,1117.1114285714286,1181.9776,1139.9689,1135.365,1178.5,1169.37,1063.495,1101.0,-8.330333333333333e-05
2022-06-30 04:00:00,1093.92,1097.2,1052.5,1057.42,205579.3553,1656575999999,220496949.941308,181676,92799.5136,99593343.938939,0,1093.93,1104.6157142857141,1174.9432000000002,1138.2434,1110.455,1166.25,1184.2975000000001,1069.165,1112.21,-8.330333333333333e-05
2022-06-30 08:00:00,1057.42,1057.57,1011.87,1018.49,296660.848,1656590399999,305239893.369797,240610,142094.3117,146143650.891126,0,1057.42,1088.6014285714286,1166.16,1136.1414,1084.335,1145.935,1184.2975000000001,1069.165,1123.47,-8.330333333333333e-05
2022-06-30 12:00:00,1018.48,1041.67,998.0,1032.22,311524.0654,1656604799999,319068640.005278,256467,158889.2885,162872516.955785,0,1018.49,1076.3542857142857,1156.66,1134.3654,1076.665,1139.0,1184.2975000000001,1069.165,1151.0,-8.330333333333333e-05
2022-06-30 16:00:00,1032.22,1046.0,1012.21,1020.86,201617.8043,1656619199999,207402776.184749,155697,102676.265,105662698.932127,0,1032.22,1063.0114285714287,1148.5588,1132.833,1070.22,1139.0,1194.4125,1079.28,1153.13,-8.330333333333333e-05
2022-06-30 20:00:00,1020.9,1082.3,1005.24,1071.01,250298.9907,1656633599999,259425359.153159,204424,131963.0474,136901720.432317,0,1020.86,1056.3057142857144,1142.3548,1131.1315000000002,1060.995,1123.9650000000001,1195.9125,1080.78,1158.26,-8.330333333333333e-05
2022-07-01 00:00:00,1071.02,1117.0,1050.46,1054.52,430646.872,1656647999999,467890176.70433295,313458,215550.9275,234197190.925616,0,1071.01,1049.7785714285715,1136.624,1129.9244,1060.345,1123.9650000000001,1195.9125,1080.78,1112.21,-6.079333333333333e-05
2022-07-01 04:00:00,1054.52,1076.43,1045.41,1066.81,275557.9328,1656662399999,291246082.721729,222805,142342.0159,150491017.145725,0,1054.52,1045.9042857142856,1130.5000000000002,1128.0858,1060.345,1118.4650000000001,1195.9125,1080.78,1092.95,-6.079333333333333e-05
2022-07-01 08:00:00,1066.81,1086.44,1033.44,1050.22,252105.5665,1656676799999,267358906.783643,214606,122522.6324,129962582.426379,0,1066.81,1044.8757142857144,1123.4024,1126.5265,1057.5,1118.4650000000001,1195.9125,1080.78,1146.53,-6.079333333333333e-05
2022-07-01 12:00:00,1050.21,1074.23,1043.0,1056.86,298465.0695,1656691199999,315243365.751412,209721,147452.8558,155770155.71487,0,1050.22,1050.357142857143,1116.8764,1125.0061,1057.5,1118.4650000000001,1199.975,1080.78,1132.5,-6.079333333333333e-05
2022-07-01 16:00:00,1056.86,1083.1,1054.82,1067.91,158796.2248,1656705599999,169739313.158541,130371,82893.2735,88615582.261833,0,1056.86,1055.4557142857143,1112.0936,1123.9543,1057.5,1117.995,1206.6875,1080.78,1130.88,-6.079333333333333e-05
2022-07-01 20:00:00,1067.9,1092.0,1054.7,1059.73,146683.4783,1656719999999,157522275.43039,127318,72624.1605,78065552.095612,0,1067.91,1061.0085714285713,1106.6152,1123.6078,1057.5,1117.995,1204.445,1108.075,1139.36,-6.079333333333333e-05
2022-07-02 00:00:00,1059.73,1069.49,1033.77,1038.0,154333.579,1656734399999,162366080.138039,144642,70459.5085,74148849.269511,0,1059.73,1056.292857142857,1100.4348,1122.7873,1061.12,1117.995,1203.8174999999999,1108.075,1134.11,-3.085e-05
2022-07-02 04:00:00,1037.99,1053.27,1036.25,1042.08,78332.3074,1656748799999,81902970.831926,74335,41294.1359,43177469.88686,0,1038.0,1054.5157142857142,1094.8404,1122.0066,1061.12,1117.995,1203.8174999999999,1116.65,1133.59,-3.085e-05
2022-07-02 08:00:00,1042.08,1049.05,1028.29,1043.78,134546.6841,1656763199999,139911332.721616,106504,69423.8585,72195923.762546,0,1042.08,1051.2257142857143,1088.2856,1120.7341000000001,1072.645,1117.995,1203.0225,1149.32,1153.46,-3.085e-05
2022-07-02 12:00:00,1043.78,1064.79,1039.76,1052.89,156797.6771,1656777599999,165220597.951368,117824,80673.6785,85019562.152732,0,1043.78,1051.607142857143,1081.462,1118.8878,1060.145,1117.995,1206.0225,1161.5,1186.57,-3.085e-05
2022-07-02 16:00:00,1052.89,1078.88,1049.49,1066.04,131905.1181,1656791999999,140497816.39927,103060,70006.1868,74561791.591145,0,1052.89,1052.9185714285713,1076.756,1117.4472,1060.145,1117.995,1203.2725,1161.825,1176.17,-3.085e-05
2022-07-02 20:00:00,1066.05,1075.38,1060.28,1067.01,58896.7147,1656806399999,62914888.985491,62535,28259.3505,30187831.81497,0,1066.04,1052.79,1073.1872,1116.4632,1060.145,1095.865,1206.015,1161.825,1176.59,-3.085e-05
2022-07-03 00:00:00,1067.01,1071.48,1054.06,1062.45,78757.9287,1656820799999,83550109.301192,67074,43274.4351,45901816.215649,0,1067.01,1053.1785714285713,1069.9232,1115.9766,1060.145,1083.205,1205.3425000000002,1161.825,1186.07,2.699999999999993e-06
2022-07-03 04:00:00,1062.44,1088.34,1040.78,1063.88,174617.8057,1656835199999,186030696.609958,157697,87190.795,92912135.183349,0,1062.45,1056.8757142857144,1066.6828,1115.4713000000002,1060.145,1077.4,1197.6574999999998,1161.825,1220.37,2.699999999999993e-06
2022-07-03 08:00:00,1063.88,1065.34,1050.0,1061.08,78500.1982,1656849599999,83082055.80767,73811,39141.7259,41425921.423847,0,1063.88,1059.59,1063.9024,1115.1216,1058.315,1076.665,1196.0124999999998,1161.825,1247.79,2.699999999999993e-06
2022-07-03 12:00:00,1061.08,1063.25,1040.97,1050.61,92715.0486,1656863999999,97444587.8661,83914,45614.7887,47940546.500868,0,1061.08,1060.5657142857144,1061.2087999999999,1114.9427,1058.315,1070.22,1186.7475,1161.825,1237.49,2.699999999999993e-06
2022-07-03 16:00:00,1050.61,1083.33,1049.62,1077.64,102756.5322,1656878399999,109321014.743322,82653,57375.0926,61046641.177494,0,1050.61,1064.1014285714286,1059.7440000000001,1115.0040000000001,1058.315,1060.995,1180.6975000000002,1161.825,1259.1,2.699999999999993e-06
2022-07-03 20:00:00,1077.63,1087.33,1069.47,1074.26,117398.8203,1656892799999,126628078.866964,97813,56947.3813,61422820.269802,0,1077.64,1065.2757142857142,1057.9964,1114.7534999999998,1064.05,1060.345,1174.5974999999999,1161.825,1241.28,2.699999999999993e-06
2022-07-04 00:00:00,1074.26,1076.89,1047.42,1051.72,132592.8216,1656907199999,140988840.373055,109865,60774.37,64616020.948241,0,1074.26,1063.0914285714287,1056.0568,1114.3446,1064.56,1060.345,1173.2075,1161.825,1221.33,1.999999999999999e-06
2022-07-04 04:00:00,1051.72,1057.76,1045.37,1050.83,62556.9964,1656921599999,65853779.746293,57833,30577.3223,32194143.728841,0,1051.72,1061.4314285714286,1054.3328,1114.003,1064.56,1057.5,1173.2075,1161.825,1235.96,1.999999999999999e-06
2022-07-04 08:00:00,1050.84,1106.14,1050.04,1101.0,205609.1031,1656935999999,221274526.52581,142029,119136.8491,128313519.875575,0,1050.83,1066.7342857142858,1056.076,1114.213,1073.46,1057.5,1156.9325,1161.825,1240.03,1.999999999999999e-06
2022-07-04 12:00:00,1101.0,1135.36,1084.35,1112.21,367821.2386,1656950399999,407014489.49627,246862,166505.6138,184243344.826232,0,1101.0,1074.0385714285715,1059.8247999999999,1114.4657,1088.07,1066.6799999999998,1138.3525,1161.825,1214.04,1.999999999999999e-06
2022-07-04 16:00:00,1112.2,1135.3,1103.38,1123.47,174525.4778,1656964799999,195738214.053722,134114,84938.9239,95252745.25544,0,1112.21,1084.4471428571428,1063.4748,1114.9057,1088.165,1066.6799999999998,1115.135,1145.935,1217.01,1.999999999999999e-06
2022-07-04 20:00:00,1123.46,1160.9,1117.54,1151.0,207003.3486,1656979199999,236065103.131274,152192,110123.0237,125623093.763138,0,1123.47,1094.9271428571428,1068.6804,1116.3779000000002,1100.935,1083.0700000000002,1107.8325,1139.0,1225.02,1.999999999999999e-06
2022-07-05 00:00:00,1151.01,1163.31,1142.18,1153.13,152798.3236,1656993599999,175989910.078491,121553,77801.0697,89622701.032724,0,1151.0,1106.1942857142858,1071.9652,1117.8586,1104.34,1084.275,1104.6100000000001,1139.0,1210.28,2.2883333333333335e-05
2022-07-05 04:00:00,1153.14,1174.9,1142.17,1158.26,182227.798,1657007999999,211233587.021572,140989,91980.3415,106649855.745042,0,1153.13,1121.4142857142856,1076.1148,1119.5464000000002,1110.135,1101.595,1092.48,1139.0,1215.24,2.2883333333333335e-05
2022-07-05 08:00:00,1158.26,1158.5,1107.79,1112.21,220896.7016,1657022399999,250281496.781544,195450,102837.6294,116480627.234114,0,1158.26,1130.182857142857,1077.9308,1121.517,1110.135,1101.595,1092.1550000000002,1139.0,1218.61,2.2883333333333335e-05
2022-07-05 12:00:00,1112.21,1113.0,1076.34,1092.95,363509.1048,1657036799999,398456169.600722,285911,185466.7799,203236787.874279,0,1112.21,1129.032857142857,1079.64,1122.4951999999998,1110.135,1101.595,1089.4050000000002,1139.0,1217.02,2.2883333333333335e-05
2022-07-05 16:00:00,1092.95,1152.75,1088.28,1146.53,277114.4615,1657051199999,309729898.540983,206343,153539.3591,171542539.863887,0,1092.95,1133.9357142857143,1083.2268000000001,1124.4285,1112.47,1101.595,1087.9825,1139.0,1188.12,2.2883333333333335e-05
2022-07-05 20:00:00,1146.53,1170.0,1128.4,1132.5,202415.06,1657065599999,232963311.486706,180400,99975.5192,115121974.815385,0,1146.53,1135.2257142857143,1085.8104,1126.1962999999998,1125.62,1101.595,1087.9825,1139.0,1189.54,2.2883333333333335e-05
2022-07-06 00:00:00,1132.51,1155.5,1111.44,1130.88,215956.9439,1657079999999,244097331.120529,169099,105667.5615,119402194.500926,0,1132.5,1132.3514285714286,1088.6564,1126.9539,1125.62,1101.595,1087.7475,1139.0,1183.47,8.124333333333333e-05
2022-07-06 04:00:00,1130.87,1150.67,1120.81,1139.36,202347.2294,1657094399999,229736291.866446,167122,103610.1005,117643714.126028,0,1130.88,1130.3842857142856,1092.7108,1127.6307000000002,1125.62,1101.595,1087.7475,1139.0,1163.58,8.124333333333333e-05
2022-07-06 08:00:00,1139.36,1155.7,1128.54,1134.11,154818.6105,1657108799999,176680847.606107,143828,74837.9827,85431942.193539,0,1139.36,1126.9342857142858,1096.392,1127.9641000000001,1125.62,1101.595,1089.5575,1139.0,1174.32,8.124333333333333e-05
2022-07-06 12:00:00,1134.12,1151.27,1123.0,1133.59,225465.4547,1657123199999,256309359.360279,195301,112739.4075,128168089.147789,0,1134.11,1129.9885714285715,1099.9844,1128.0147,1125.62,1101.595,1089.5575,1139.0,1168.36,8.124333333333333e-05
2022-07-06 16:00:00,1133.6,1168.24,1132.39,1153.46,211698.9451,1657137599999,243358264.14232,176536,104104.3727,119705527.314794,0,1133.59,1138.6328571428571,1104.0072,1128.7492,1123.17,1107.33,1095.32,1139.0,1154.58,8.124333333333333e-05
2022-07-06 20:00:00,1153.46,1205.0,1151.04,1186.57,201480.8921,1657151999999,237892815.77931,188612,109118.9264,128874216.85914,0,1153.46,1144.3528571428571,1108.8283999999999,1129.8184999999999,1140.67,1122.8899999999999,1089.07,1139.0,1143.37,8.124333333333333e-05
2022-07-07 00:00:00,1186.57,1189.81,1166.59,1176.17,130002.0088,1657166399999,153296467.250007,113136,59157.5889,69747968.436246,0,1186.57,1150.5914285714284,1113.1948,1130.0497,1146.6399999999999,1122.8899999999999,1089.07,1139.0,1143.57,8.963666666666668e-05
2022-07-07 04:00:00,1176.16,1177.9,1163.18,1176.59,98466.9524,1657180799999,115235652.418166,91904,47115.2478,55141760.529661,0,1176.17,1157.1214285714284,1117.7604000000001,1130.4701,1158.22,1122.8899999999999,1078.005,1139.0,1143.68,8.963666666666668e-05
2022-07-07 08:00:00,1176.58,1194.0,1173.06,1186.07,140480.5482,1657195199999,166262160.655943,120323,74646.3453,88360543.862325,0,1176.59,1163.7942857142857,1122.6480000000001,1131.2662,1158.22,1122.8899999999999,1071.675,1139.0,1141.8,8.963666666666668e-05
2022-07-07 12:00:00,1186.08,1229.26,1179.26,1220.37,271468.8977,1657209599999,327954652.488164,226566,139881.018,169009996.199789,0,1186.07,1176.1171428571429,1129.0195999999999,1132.1875000000002,1175.0349999999999,1135.115,1068.7725,1139.0,1096.4,8.963666666666668e-05
2022-07-07 16:00:00,1220.37,1254.29,1214.76,1247.79,230536.5755,1657223999999,284227214.738184,205044,118527.1202,146189098.390844,0,1220.37,1192.4314285714286,1136.9068,1133.3565,1188.645,1147.63,1067.49,1139.0,1086.15,8.963666666666668e-05
2022-07-07 20:00:00,1247.8,1250.34,1225.11,1237.49,130361.0964,1657238399999,161184238.787849,120424,64664.3183,79959259.696165,0,1247.79,1204.435714285714,1143.3008,1134.2458,1188.645,1149.83,1064.2675,1139.0,1069.07,8.963666666666668e-05
2022-07-08 00:00:00,1237.49,1276.46,1231.15,1259.1,201059.9742,1657252799999,252114557.980708,157696,106665.4155,133754346.684307,0,1237.49,1214.797142857143,1150.6944,1135.4229,1204.4250000000002,1160.915,1059.655,1139.0,1065.83,8.501666666666667e-05
2022-07-08 04:00:00,1259.1,1267.86,1234.48,1241.28,134491.4412,1657267199999,167913592.781794,112453,65668.8637,81994038.670656,0,1259.1,1224.0985714285714,1158.2767999999999,1136.1544000000001,1213.75,1160.915,1062.1975,1139.0,1075.89,8.501666666666667e-05
2022-07-08 08:00:00,1241.29,1244.78,1204.15,1221.33,193942.8506,1657281599999,236882763.897659,163658,93036.105,113593363.358974,0,1241.28,1230.49,1165.0968,1137.1234,1219.8200000000002,1160.915,1062.4524999999999,1139.0,1041.4,8.501666666666667e-05
2022-07-08 12:00:00,1221.34,1241.46,1193.15,1235.96,327882.525,1657295999999,399843156.43414,322747,168282.1074,205242843.191976,0,1221.33,1237.6171428571429,1170.4952,1138.2245,1219.8200000000002,1163.25,1061.03,1139.0,1038.58,8.501666666666667e-05
2022-07-08 16:00:00,1235.96,1247.94,1214.0,1240.03,168610.0921,1657310399999,207243823.50614,175957,88648.4213,108973825.702781,0,1235.96,1240.4257142857143,1175.608,1139.7318,1224.76,1176.4,1065.48,1139.0,1052.34,8.501666666666667e-05
2022-07-08 20:00:00,1240.03,1254.69,1209.82,1214.04,163531.48,1657324799999,202334029.050172,301453,82790.122,102492291.468149,0,1240.03,1235.6042857142857,1179.2308,1141.1198,1227.8600000000001,1176.4,1077.375,1139.0,1069.57,8.501666666666667e-05
2022-07-09 00:00:00,1214.03,1221.79,1204.67,1217.01,147773.1735,1657339199999,179415308.695003,295700,70580.9736,85699979.379649,0,1214.04,1232.6785714285713,1181.8712,1142.3166,1234.805,1176.4,1077.4225,1139.0,1082.03,3.6696666666666664e-05
2022-07-09 04:00:00,1217.01,1227.4,1210.69,1225.02,79680.3095,1657353599999,97037775.257612,83860,40480.304,49299085.95984,0,1217.01,1227.81,1184.7468,1143.8166,1234.805,1176.4,1092.0025,1139.0,1060.21,3.6696666666666664e-05
2022-07-09 08:00:00,1225.01,1228.25,1205.27,1210.28,80972.9123,1657367999999,98776976.573145,84256,39722.9242,48462529.95476,0,1225.02,1223.3814285714286,1186.8276,1145.2122,1234.805,1176.4,1094.3075,1139.0,1076.61,3.6696666666666664e-05
2022-07-09 12:00:00,1210.28,1222.61,1206.52,1215.24,83406.7132,1657382399999,101353129.96853,88700,42744.3068,51938624.603781,0,1210.28,1222.5114285714285,1190.9488,1146.8627000000001,1230.505,1176.4,1105.865,1123.9650000000001,1115.0,3.6696666666666664e-05
2022-07-09 16:00:00,1215.23,1235.4,1209.33,1218.61,89320.976,1657396799999,109237355.681356,94701,47027.7047,57516545.547945,0,1215.24,1220.032857142857,1195.9752,1148.2848,1223.92,1176.4,1105.865,1123.9650000000001,1112.71,3.6696666666666664e-05
2022-07-09 20:00:00,1218.62,1226.74,1212.94,1217.02,95183.0964,1657411199999,116219372.371259,69144,45377.6711,55392283.349071,0,1218.61,1216.7457142857143,1198.7948,1149.538,1223.92,1182.37,1105.865,1118.4650000000001,1097.58,3.6696666666666664e-05
2022-07-10 00:00:00,1217.02,1219.95,1182.0,1188.12,175942.1976,1657425599999,211010302.310942,131195,80954.5917,97068741.665856,0,1217.02,1213.042857142857,1201.0195999999999,1150.3533,1218.345,1193.95,1107.0325,1118.4650000000001,1081.27,7.049333333333334e-05
2022-07-10 04:00:00,1188.11,1195.46,1184.3,1189.54,110486.3043,1657439999999,131482828.259012,72122,53069.8012,63151597.33896,0,1188.12,1209.1185714285714,1203.366,1151.3065,1218.345,1193.95,1113.6075,1118.4650000000001,1140.95,7.049333333333334e-05
2022-07-10 08:00:00,1189.54,1194.13,1174.0,1183.47,180767.5275,1657454399999,214117304.892756,107284,87336.2634,103451751.843023,0,1189.54,1203.182857142857,1205.1304,1151.8747,1204.7,1198.635,1113.6075,1117.995,1194.04,7.049333333333334e-05
2022-07-10 12:00:00,1183.48,1187.75,1156.44,1163.58,190340.1698,1657468799999,222297485.928929,145165,89831.5331,104900869.090834,0,1183.47,1196.5114285714285,1206.3092,1152.0633,1195.92,1199.73,1113.6075,1117.995,1193.42,7.049333333333334e-05
2022-07-10 16:00:00,1163.59,1176.38,1153.0,1174.32,135346.6121,1657483199999,157943882.299309,107657,66846.2191,78015325.586339,0,1163.58,1190.6657142857143,1207.9384,1152.3026,1194.2,1199.73,1113.6075,1117.995,1199.92,7.049333333333334e-05
2022-07-10 20:00:00,1174.32,1185.01,1160.66,1168.36,225155.8393,1657497599999,263741698.524803,116682,113355.7964,132791360.076979,0,1174.32,1183.4871428571428,1208.5344,1152.4992,1194.2,1204.4250000000002,1113.6075,1117.995,1211.85,7.049333333333334e-05
2022-07-11 00:00:00,1168.37,1171.29,1143.77,1154.58,210572.8458,1657511999999,243804836.140523,172390,102967.1371,119230497.885848,0,1168.36,1174.5671428571427,1207.2548,1152.0859,1189.585,1210.115,1115.25,1117.995,1211.1,3.729e-05
2022-07-11 04:00:00,1154.57,1155.2,1137.57,1143.37,188855.8627,1657526399999,216105551.86585,210566,90174.1328,103187013.895515,0,1154.58,1168.1742857142856,1205.9428,1151.5398,1182.155,1207.0149999999999,1131.78,1117.995,1222.13,3.729e-05
2022-07-11 08:00:00,1143.37,1150.0,1141.55,1143.57,152559.4409,1657540799999,174774163.024926,142063,77466.8933,88752377.049012,0,1143.37,1161.607142857143,1204.622,1150.6951,1178.76,1207.0149999999999,1134.7649999999999,1117.995,1266.33,3.729e-05
2022-07-11 12:00:00,1143.56,1161.75,1128.56,1143.68,246102.9794,1657555199999,281190015.176292,151227,125621.4771,143547277.760844,0,1143.57,1155.922857142857,1202.9264,1149.8817,1162.01,1202.51,1140.5549999999998,1101.5,1231.25,3.729e-05
2022-07-11 16:00:00,1143.67,1156.77,1136.34,1141.8,133509.0401,1657569599999,153019856.588104,253314,70584.0506,80893302.115996,0,1143.68,1152.8114285714285,1199.7836,1149.0621,1161.345,1202.51,1140.5549999999998,1101.5,1222.16,3.729e-05
2022-07-11 20:00:00,1141.8,1145.28,1091.71,1096.4,270052.1359,1657583999999,301815208.000415,235484,130832.3454,146106192.214079,0,1141.8,1141.68,1193.7279999999998,1147.6821,1139.73,1184.085,1155.0749999999998,1113.63,1197.3,3.729e-05
